|Garnir_relations|,|0|
|Behind_Enemy_Lines_(band)|,|0|
|International_Ideographs_Core|,|0|
|Kajona|,|0|
|List_of_largest_poker_tournaments_in_history_(by_prize_pool)|,|0|
|Nehari_manifold|,|0|
|Jucys–Murphy_element|,|0|
|Rafael_Irizarry_(scientist)|,|0|
|Discriminator|,|0|
|Central_African_Republic|,|0|
|Cyathea_acanthophora|,|0|
|MaxCliqueDyn_maximum_clique_algorithm|,|0|
|Dol_Ammad|,|0|
|Pungent_Stench|,|0|
|Kalhora|,|0|
|High_entropy_alloys|,|0|
|Total_Immersion_Racing|,|0|
|Technology_transfer_in_computer_science|,|0|
|Gilbert_model|,|0|
|Nexus_5X|,|0|
|Brothers_Hildebrandt|,|0|
|Officer|,|0|
|Computing_with_Memory|,|0|
|Cdist|,|0|
|Isuzu_117_Coupé|,|0|
|North_Palisade|,|0|
|Raking_light|,|0|
|List_of_games_using_SDL|,|0|
|24_Boötis|,|0|
|Dancing_in_the_Streets|,|0|
|AI_Bridging_Cloud_Infrastructure|,|0|
|Bratschen|,|0|
|Ordered_dithering|,|0|
|HD_224693|,|0|
|Female_entrepreneurs|,|0|
|Regional_Data_Exchange_System|,|0|
|Landmark_Worldwide|,|0|
|Boussingaultite|,|0|
|Dream_argument|,|0|
|Google_litigation|,|0|
|Analog-to-digital_converter|,|0|
|Master_of_the_Buckhounds|,|0|
|Abell_754|,|0|
|Coxeter_notation|,|0|
|Platform-independent_GUI_library|,|0|
|Orange_Goblin|,|0|
|Boss_Doctor_Rhythm_DR-110|,|0|
|Human_biocomputer|,|0|
|Longest_English_sentence|,|0|
|Simpsonite|,|0|
|Ford_Super_Duty|,|0|
|Lira_da_braccio|,|0|
|Dantzig–Wolfe_decomposition|,|0|
|Pozohondo_(Vino_de_la_Tierra)|,|0|
|DT_Virginis|,|0|
|Isotonic_regression|,|0|
|Jenny_LeClue|,|0|
|Jokgu|,|0|
|Fiddler's_Green|,|0|
|Mokshopaya|,|0|
|Gnome_Wave_Cleaner|,|0|
|Channel_Orange|,|0|
|Institute_for_the_Study_of_Economic_and_Social_Development|,|0|
|James_Walbourne|,|0|
|HD_151613|,|0|
|Anvil_of_Doom|,|0|
|Bhuikhel|,|0|
|Richard_and_Linda_J._Eyre|,|0|
|Ternary_computer|,|0|
|Schur_multiplier|,|0|
|Artificial_photosynthesis|,|0|
|2093_Genichesk|,|0|
|The_Christopher_Street_Connection|,|0|
|The_Ceasars|,|0|
|Bernheim_Arboretum_and_Research_Forest|,|0|
|Grammy_Award_for_Best_Hard_Rock/Metal_Performance_Vocal_or_Instrumental|,|0|
|PPML|,|1|
|Anatomical_terms_of_location|,|0|
|Methods_of_computing_square_roots|,|0|
|Digital_economy_rankings|,|0|
|YAML|,|1|
|Flat_panel_detector|,|0|
|Planeta_No|,|0|
|Abacaba_pattern|,|0|
|The_Alice_Rose|,|0|
|Vorticity_confinement|,|0|
|Statement_(computer_science)|,|0|
|Ginkgo_CADx|,|0|
|Custos_Messium|,|0|
|Clockmaker|,|0|
|CimTrak|,|0|
|HD_23089|,|0|
|Richard_Alley|,|0|
|Species|,|0|
|Ergodic_sequence|,|0|
|Java_Caps|,|0|
|Makani_Power|,|0|
|Watcher_(presence)|,|0|
|Onogoro_Island|,|0|
|Viathyn|,|0|
|Total_Software_Deployment|,|1|
|Nepotism|,|0|
|Framework_Programmes_for_Research_and_Technological_Development|,|0|
|Gender_and_development|,|0|
|Geist|,|0|
|Cockpit_display_system|,|0|
|Strobiloideae|,|0|
|Ophiuchus|,|0|
|Metaplectic_group|,|0|
|Surdo|,|0|
|NGC_463|,|0|
|CONADI|,|0|
|Colossal_red_granite_statue_of_Amenhotep_III|,|0|
|KXDocker|,|0|
|Hard_systems|,|0|
|1987_Kaplan|,|0|
|Combined_DNA_Index_System|,|0|
|Cryptophasia|,|0|
|Return_to_Mysterious_Island_2|,|0|
|Telephone_numbers_in_Western_Sahara|,|0|
|PROSITE|,|0|
|Software-defined_data_center|,|0|
|Java_Decompiler|,|1|
|TZ_Cassiopeiae|,|0|
|Web_Compatibility_Test_for_Mobile_Browsers|,|0|
|Self_(programming_language)|,|1|
|Box_modeling|,|0|
|Service_layer|,|0|
|Sotoarc|,|0|
|Google_Translate|,|0|
|HD_185269|,|0|
|Böhm_tree|,|0|
|Dryopteris_aemula|,|0|
|Evolved_antenna|,|0|
|HD_85951|,|0|
|Primerica|,|0|
|Belovezhskaya_Pushcha_National_Park|,|0|
|Ones'_complement|,|0|
|Alfonso_Fróilaz|,|0|
|Square_lattice|,|0|
|Phantasmagoria|,|0|
|Church_of_Hakeem|,|0|
|SlickEdit|,|0|
|Technology_of_television|,|0|
|UIQ|,|0|
|CasADi|,|0|
|Humf|,|0|
|Apache_iBATIS|,|0|
|Multilinear_polynomial|,|0|
|WISE_2220−3628|,|0|
|Abelian_integral|,|0|
|List_of_crowdsourcing_projects|,|0|
|Organizational_culture|,|0|
|NGC_3918|,|0|
|Maximal_torus|,|0|
|Sir,_You_Are_Being_Hunted|,|0|
|Evolution@Home|,|0|
|StarCraft_II:_Legacy_of_the_Void|,|0|
|Seiberg_duality|,|0|
|Yemenite_Children_Affair|,|0|
|Canto_(news_aggregator)|,|0|
|List_of_cities_proper_by_population|,|0|
|South_Deccan_Plateau_dry_deciduous_forests|,|0|
|List_of_Google_apps_for_Android|,|0|
|Behkadeh_Raji|,|0|
|Heuristics_in_judgment_and_decision-making|,|0|
|Civilization_V:_Brave_New_World|,|0|
|Rappelz|,|0|
|GJ_3737|,|0|
|Last_call_(bar_term)|,|0|
|Galois_cohomology|,|0|
|Stephen_Altschul|,|0|
|Nancy_Drew:_The_Deadly_Device|,|0|
|Demographics_of_the_member_states_of_the_Organisation_of_Islamic_Cooperation|,|0|
|Solicitors_Journal|,|0|
|Advanced_combat_direction_system|,|0|
|D3web|,|0|
|Messier_21|,|0|
|Mount_Greylock|,|0|
|Rohit_(caste)|,|0|
|Characters_of_Myst|,|0|
|Graph_drawing|,|0|
|Illusory_superiority|,|0|
|Landed_gentry|,|0|
|Zero-forcing_precoding|,|0|
|Eclipse_SCADA|,|0|
|Liouville_number|,|0|
|Slovakia|,|0|
|Ohio_Versus_Everything|,|0|
|Pop-up_maps|,|0|
|Video_compression_picture_types|,|0|
|Battlefield_2142|,|0|
|Mallotus_philippensis|,|0|
|European_Nucleotide_Archive|,|0|
|Dodge_St._Regis|,|0|
|Chaim_Noll|,|0|
|Hertzsprung–Russell_diagram|,|0|
|Tenement_(band)|,|0|
|Single_particle_analysis|,|0|
|Oscillator_sync|,|0|
|2937_Gibbs|,|0|
|Szydłów_Synagogue|,|0|
|Phelim_Boyle|,|0|
|The_Secret_Saturdays|,|0|
|Eta_Aquarii|,|0|
|Heteromerae|,|0|
|Glory_to_Ukraine|,|0|
|List_of_proposed_state_mergers|,|0|
|GNU_arch|,|0|
|Traceroute_(film)|,|0|
|Jorge_Orta_(artist)|,|0|
|History_monoid|,|0|
|NGC_6124|,|0|
|Mobile_asset_management|,|0|
|Dagobah|,|0|
|Team_Role_Inventories|,|0|
|SCIgen|,|0|
|Mathomatic|,|0|
|Star_Wars_Forces_of_Destiny|,|0|
|Vernacular|,|0|
|Kappa_Columbae|,|0|
|COPASI|,|0|
|Outline_of_Swaziland|,|0|
|Train_whistle|,|0|
|Rho_Leonis|,|0|
|Dsign_Music|,|0|
|2114_Wallenquist|,|0|
|1DayLater|,|0|
|Videokymography|,|0|
|Dr._Sapir_Hospital_and_Charity_Center|,|0|
|Fischer_group_Fi24|,|0|
|Kurt_Hummel|,|0|
|NGC_64|,|0|
|HD_210277|,|0|
|Zagar_Mengal|,|0|
|Index_Filicum|,|0|
|Grammy_Award_for_Best_Roots_Gospel_Album|,|0|
|Communism|,|0|
|Aqualung_(software)|,|0|
|HD_215497|,|0|
|Viterbi_decoder|,|0|
|High_yellow|,|0|
|FTSE_All-World_index_series|,|0|
|Herbert_Gelernter|,|0|
|Daily_Mix|,|0|
|NTRUSign|,|0|
|Helminthostachys_zeylanica|,|0|
|Samy_(computer_worm)|,|0|
|Quippian|,|0|
|MP3+G|,|1|
|Rheoencephalography|,|0|
|Endless_(Frank_Ocean_album)|,|0|
|Capacity_in_English_law|,|0|
|Approximation_theory|,|0|
|Polybotrya|,|0|
|TVPaint_Animation|,|0|
|Hitomi_no_Naka_no_Galaxy/Hero|,|0|
|Rodolfo_Emilio_Giuseppe_Pichi-Sermolli|,|0|
|Vivid_knowledge|,|0|
|Strip_Search_(web_series)|,|0|
|Gray_card|,|0|
|Skype_Technologies|,|0|
|Shared_information_bias|,|0|
|Phi2_Orionis|,|0|
|Thomas_D._Waldhauser|,|0|
|Ministry_of_Information_(United_Kingdom)|,|0|
|NGC_7424|,|0|
|Muskox|,|0|
|Lieu-dit|,|0|
|NGC_1087|,|0|
|Scaleform_GFx|,|0|
|Richard_Roberts_(pharmaceutical_executive)|,|0|
|Potrace|,|0|
|Near-field_communication|,|0|
|Entropy_of_mixing|,|0|
|Amanda_Barnard|,|0|
|Nu_Doradus|,|0|
|Ain't_Nobody_Got_Time_for_That|,|0|
|Boötes|,|0|
|Logitech_Media_Server|,|0|
|Dimensionality_reduction|,|0|
|Mark_Phillips_(author)|,|0|
|Text_Template_Transformation_Toolkit|,|1|
|Captology|,|0|
|HD_215114|,|0|
|V3903_Sagittarii|,|0|
|Union_catalog|,|0|
|Flintstones_(basketball)|,|0|
|Spec_Sharp|,|1|
|Wodginite|,|0|
|Feminist_digital_humanities|,|0|
|Phocaea_family|,|0|
|The_Machine_Question|,|0|
|Samorost|,|0|
|Man_the_Hunter|,|0|
|Iota_Pictoris|,|0|
|GNU_C_Library|,|0|
|White_(KAT-TUN_song)|,|0|
|Perlin_noise|,|0|
|Antibody_microarray|,|0|
|Sony_Xperia_Z3_Compact|,|0|
|Do3D|,|0|
|Senario|,|0|
|Aestivation_(botany)|,|0|
|Transformers:_The_Last_Knight|,|0|
|World_Network_of_Biosphere_Reserves|,|0|
|Nypa_fruticans|,|0|
|Internet_culture|,|0|
|Canadian_Index_of_Consumer_Confidence|,|0|
|Pajama_Sam_3:_You_Are_What_You_Eat_from_Your_Head_to_Your_Feet|,|0|
|Middle_Franconia|,|0|
|Tonkori|,|0|
|Synchronicity|,|0|
|The_Famous_Five_(football)|,|0|
|Bat_algorithm|,|0|
|Japanese|,|0|
|LTTng|,|0|
|Chi_Hydrae|,|0|
|Ampere_(band)|,|0|
|Noddy_(TV_interview_technique)|,|0|
|Henry_Crawford|,|0|
|Drools|,|0|
|Lax_equivalence_theorem|,|0|
|Liberty_Writers_News|,|0|
|Solver|,|0|
|Binomial_heap|,|0|
|Maffei_2|,|0|
|The_Betsy|,|0|
|Anna_Wikland|,|0|
|Jef_Raskin|,|0|
|GNU_Interpreter_for_Java|,|0|
|Chematica|,|0|
|Chi_Virginis|,|0|
|Process.h|,|0|
|CUTEr|,|0|
|Nullarbor_Plain|,|0|
|Meyer_set|,|0|
|Semantic_heterogeneity|,|0|
|Sharp_Zaurus|,|0|
|Spartan-V|,|0|
|AgentCubes|,|1|
|Parallel_projection|,|0|
|Blind_Faith|,|0|
|Austrobaileyales|,|0|
